NarrativeName,shakespeare,dickens,cbronte,conandoyle,poe,martin,saki,ohenry,brown,jkj
A Tale of Two Cities,"There were a king with a broad visage and a queen with a visage unadorned, upon the throne of England; there were a king with a broad visage and a queen with a visage fair, upon the throne of France. In both realms, it was clearer than crystal to the nobles of the State’s preserves of bread and fishes, that the world’s order was settled for all eternity.","There were a king with a large jaw and a queen with a plain face, on the throne of England; there were a king with a large jaw and a queen with a fair face, on the throne of France. In both countries it was clearer than crystal to the lords of the State preserves of loaves and fishes, that things in general were settled for ever.","There was a king with a commanding jaw and a queen of unremarkable countenance on the throne of England; there was a king with a commanding jaw and a queen of comely countenance on the throne of France. In both nations, it was more transparent than crystal to the lords of the State’s provisions, that the affairs of the world were eternally fixed.","There was a monarch with a formidable jaw and a queen of plain visage on the throne of England; there was a monarch with a formidable jaw and a queen of fair countenance on the throne of France. In both lands, it was clearer than crystal to the guardians of the State’s bounty of bread and fish, that the state of things was established for evermore.","There was a sovereign with a formidable jaw and a queen of plain visage on the throne of England; there was a sovereign with a formidable jaw and a queen of fair visage on the throne of France. In both dominions, it was clearer than crystal to the lords of the State’s sacred reserves of loaves and fishes, that the general state of things was eternally settled.","There was a king with a broad jaw and a queen with a plain face upon the throne of England; there was a king with a broad jaw and a queen with a fair face upon the throne of France. In both kingdoms, it was clearer than crystal to the lords of the State preserves of bread and fish, that the affairs of the realm were settled for all time.","There was a king with a prominent jaw and a queen with an unremarkable face on the throne of England; there was a king with a prominent jaw and a queen with a lovely face on the throne of France. In both nations, it was clearer than crystal to the aristocrats of the State’s larder of loaves and fishes, that the state of affairs was eternally fixed.","There was a king with a notable jaw and a queen with a plain face on the throne of England; there was a king with a notable jaw and a queen with a pretty face on the throne of France. In both countries, it was clearer than crystal to the overseers of the State’s stores of loaves and fishes, that things in general were settled forever.","There was a king with a commanding jaw and a queen of unremarkable countenance on the throne of England; there was a king with a commanding jaw and a queen of comely countenance on the throne of France. In both nations, it was more transparent than crystal to the lords of the State’s provisions, that the affairs of the world were eternally fixed.","There was a king with a substantial jaw and a queen with a plain face on the throne of England; there was a king with a substantial jaw and a queen with a fair face on the throne of France. In both countries, it was clearer than crystal to the guardians of the State’s storerooms of bread and fish, that the status quo was permanently fixed."
A Tale of Two Cities,"There was a king with a commanding visage and a queen with a modest countenance, upon the throne of England; there was a king with a commanding visage and a queen with a comely face, upon the throne of France. In both realms it was clearer than crystal to the noble guardians of the State’s bountiful provisions, that matters in general were destined to remain unchanging for evermore.","There were a king with a large jaw and a queen with a plain face, on the throne of England; there were a king with a large jaw and a queen with a fair face, on the throne of France. In both countries it was clearer than crystal to the lords of the State preserves of loaves and fishes, that things in general were settled for ever.","There was a monarch with a pronounced jaw and a queen with a humble visage, ruling over England; there was a monarch with a pronounced jaw and a queen with a lovely countenance, ruling over France. In both nations, it was evident beyond doubt to the high lords who managed the State’s bounties, that the status quo was believed to be eternally unalterable.","There was a sovereign with a formidable jaw and a queen with an unassuming face, on the throne of England; there was a sovereign with a formidable jaw and a queen with a fair face, on the throne of France. In both nations, it was transparently clear to the high-ranking officials in charge of the State’s provisions, that the state of affairs was deemed to be perpetually stable.","There reigned a king with a pronounced jaw and a queen with a plain face, upon the throne of England; there reigned a king with a pronounced jaw and a queen with a fair face, upon the throne of France. In both lands, it was as clear as crystal to the noble overseers of the State’s sacred provisions, that the state of things was believed to be eternally fixed.","There sat a king with a broad jaw and a queen with an unremarkable face, upon the throne of England; there sat a king with a broad jaw and a queen with a fair face, upon the throne of France. In both realms, it was clearer than crystal to the lords overseeing the State’s storerooms of bread and fish, that the order of things was thought to be forever unchangeable.","There was a king with a prominent jaw and a queen with a nondescript face, reigning over England; there was a king with a prominent jaw and a queen with a charming face, reigning over France. In both nations, it was transparently clear to the high lords managing the State’s resources, that the general order of things was considered to be eternally fixed.","There was a king with a big jaw and a queen with a plain face, on the throne of England; there was a king with a big jaw and a queen with a pretty face, on the throne of France. In both countries, it was clearer than crystal to the officials in charge of the State’s goodies, that everything was believed to be settled for good.","There was a monarch with a pronounced jaw and a queen with a humble visage, ruling over England; there was a monarch with a pronounced jaw and a queen with a lovely countenance, ruling over France. In both nations, it was evident beyond doubt to the high lords who managed the State’s bounties, that the status quo was believed to be eternally unalterable.","There was a king with a rather large jaw and a queen with a plain face, ruling over England; there was a king with a rather large jaw and a queen with a fair face, ruling over France. In both countries, it was clearer than crystal to the lords in charge of the State’s supplies of bread and fish, that things were thought to be settled forever."
Jane Eyre,"There was no likelihood of venturing a walk that day. We had indeed wandered in the barren shrubbery for an hour in the morn; but since dinner (Mrs. Reed, when unaccompanied by guests, dined early) the harsh winter wind had ushered in clouds so dark and a rain so piercing, that further outdoor activity was now out of the question.","There was no chance of taking a walk that day. We had indeed been rambling in the bare shrubbery for an hour in the morning; but since dinner (Mrs. Reed, without the presence of company, dined early) the bitter winter wind had brought with it clouds so gloomy, and a rain so relentless, that further outdoor exercise was entirely out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, through the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, in the absence of guests, dined early) the bitter winter wind had swept in clouds so somber, and a rain so relentless, that further outdoor activity was quite out of the question.","There was no possibility of taking a walk that day. We had roamed, indeed, through the desolate shrubbery for an hour in the morning; but since dinner (Mrs. Reed, in the absence of visitors, dined early) the chilling winter wind had ushered in clouds so mournful, and a rain so insidious, that further outdoor exercise was a futile endeavor.","There was no chance of taking a walk that day. We had been wandering, indeed, through the barren shrubbery for an hour in the morning; but since dinner (Mrs. Reed, without company, dined early) the harsh winter wind had swept in clouds so grim, and a rain so unyielding, that further outdoor activity was simply out of the question.","There was no possibility of taking a walk that day. We had been meandering, indeed, through the stark shrubbery for an hour in the morning; but since dinner (Mrs. Reed, sans company, dined early) the biting winter wind had brought in clouds so dreary, and a rain so incessant, that further outdoor exercise was entirely unfeasible.","There was no way we could take a walk that day. We had wandered, indeed, in the bare shrubbery for an hour in the morning; but after dinner (Mrs. Reed, when she didn’t have guests, dined early) the cold winter wind brought clouds so dark, and rain so steady, that going outside again was out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no chance of taking a walk that day. We had been wandering, indeed, through the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, without company, dined early) the cold winter wind had brought with it clouds so somber, and a rain so insistent, that further outdoor exercise was quite out of the question."
Jane Eyre,"There was no chance of taking a walk that day. We had been meandering, indeed, in the barren shrubbery an hour in the morning; but since dinner (Mistress Reed, when there was no company, dined early) the cold winter wind had ushered in clouds so somber, and a rain so piercing, that further out-door exercise was now out of the question.","There was no possibility of taking a walk that day. We had been rambling, indeed, in the desolate shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the biting winter wind had brought with it clouds so dreary, and a rain so insistent, that further out-door exercise was now utterly impracticable.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, in the absence of company, dined early) the cold winter wind had ushered in clouds so grim, and a rain so penetrating, that any further out-door activity was out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the desolate shrubbery an hour in the morning; but since dinner (Mrs. Reed, when alone, dined early) the cold winter wind had brought with it clouds so dark, and a rain so relentless, that further out-door activity was now beyond contemplation.","There was no chance of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, in the absence of guests, dined early) the cold winter wind had brought clouds so brooding, and a rain so chilling, that further outdoor exercise was now out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had ushered in clouds so somber, and a rain so thoroughly drenching, that further out-door activity was now quite impossible.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery for an hour in the morning; but after dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought clouds so somber, and a rain so persistent, that further out-door exercise was out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, in the absence of company, dined early) the cold winter wind had ushered in clouds so grim, and a rain so penetrating, that any further out-door activity was out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the barren shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so gloomy, and a rain so persistent, that any further out-door exercise was now quite impossible."
Jane Eyre,"There was no prospect of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when there was no company, did dine early) the cold winter wind had brought with it clouds so sombre, and a rain so piercing, that further out-door exercise was now beyond all consideration.","There was no possibility of a promenade that day. Indeed, we had been meandering through the leafless shrubbery for an hour in the morning; but after dinner (Mrs. Reed, when no guests were present, partook early) the cold winter wind had ushered in clouds so dreary, and a rain so penetrating, that further outdoor activity was quite out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no chance of a walk that day. We had indeed been wandering in the barren shrubbery for an hour in the morning; but since dinner (Mrs. Reed, in the absence of guests, dined early) the cold winter wind had brought with it clouds of such gloom, and a rain so insistent, that further outdoor excursions were quite impossible.","There was no possibility of a walk that day. We had indeed been roaming through the desolate shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when alone, dined early) the cold winter wind had carried with it clouds so somber, and a rain so penetrating, that further outdoor exertions were now unthinkable.","There was no hope of a walk that day. We had indeed been wandering through the barren shrubbery for an hour in the morning; but after dinner (Mrs. Reed, in the absence of guests, dined early) the cold winter wind brought with it clouds so dark, and a rain so relentless, that any further outdoor activity was out of the question.","There was no possibility of taking a stroll that day. We had been wandering, indeed, through the bare shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when unaccompanied, dined early) the cold winter wind had brought with it clouds so gloomy, and a rain so incessant, that further outdoor exercise was now quite impossible.","There was no chance of taking a walk that day. We had been wandering, indeed, in the bare shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when there were no guests, dined early) the cold winter wind had brought with it clouds so gloomy, and a rain so insistent, that further outdoor exercise was out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no chance of taking a walk that day. We had indeed been wandering in the leafless shrubbery for an hour in the morning; but after dinner (Mrs. Reed, when she had no company, dined early) the cold winter wind brought with it clouds so gloomy, and a rain so penetrating, that any further outdoor exercise was out of the question."
Jane Eyre,"There was no likelihood of a walk on that day. We had been meandering, indeed, through the barren shrubbery for an hour in the morn; but since dinner (Mistress Reed, when no guests were present, dined early) the biting winter wind had ushered in clouds so dark, and a rain so piercing, that further outdoor exercise was henceforth impossible.","There was no possibility of a walk that day. We had been wandering, indeed, in the bare shrubbery for an hour in the morning; but since dinner (Mrs. Reed, in the absence of company, took her meal early) the biting winter wind had brought along clouds so grim, and a rain so relentless, that any further outdoor activity was out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no chance of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when there were no guests, dined early) the cold winter wind had brought with it clouds so dark and a rain so penetrating, that any further outdoor exercise was quite impossible.","There was no possibility of a walk that day. We had been wandering, indeed, in the barren shrubbery for an hour in the morning; but since dinner (Mrs. Reed, in the absence of visitors, dined early) the icy winter wind had ushered in clouds so somber, and a rain so insidious, that further outdoor exercise was now an utter impossibility.","There was no chance of a walk that day. We had been wandering, indeed, in the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when there were no guests, dined early) the biting winter wind had brought with it clouds so dark and a rain so chilling, that any further outdoor exercise was now out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the barren shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when no guests were expected, dined early) the cold winter wind had brought with it clouds so dreary, and a rain so penetrating, that further outdoor exercise was decidedly out of the question.","There was no chance of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when there wasn’t company, dined early) the cold winter wind had brought along clouds so gloomy, and a rain so relentless, that any more outdoor exercise was simply out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no chance of a walk that day. We had been wandering, indeed, through the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought along clouds so dreary, and a rain so persistent, that any further outdoor exercise was out of the question."
Jane Eyre,"There was no prospect of taking a walk that day. We had been meandering, in truth, amidst the barren shrubbery an hour in the morn; but since our repast (Mrs. Reed, when alone, did dine early) the chill winter’s wind had ushered in clouds so drear, and a rain so penetrating, that further outdoor diversion was now beyond possibility.","There was no chance of taking a walk that day. We had been ambling, indeed, through the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, in the absence of guests, took her meals early) the biting winter wind had brought along clouds so gloomy, and a rain so insistent, that further outdoor activity was now quite impossible.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, through the bare shrubbery an hour in the morning; but since dinner (Mrs. Reed, when no guests were present, dined early) the frigid winter wind had brought with it clouds so dark, and a rain so insidious, that further outdoor activity was now out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, through the desolate shrubbery an hour in the morning; but since dinner (Mrs. Reed, when bereft of company, dined early) the chill winter wind had ushered in clouds so somber, and a rain so relentless, that further outdoor exercise was now utterly impossible.","There was no possibility of taking a walk that day. We had been wandering, indeed, through the leafless gardens an hour in the morning; but since dinner (Mrs. Reed, when there were no guests, dined early) the cold winter wind had brought with it clouds so dark, and a rain so penetrating, that further outdoor activity was now out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, through the bare shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so melancholic, and a rain so persistent, that further outdoor activity was now entirely out of the question.","There was no chance of taking a walk that day. We had been wandering, indeed, in the bare shrubbery for an hour in the morning; but since dinner (Mrs. Reed, without guests, dined early) the cold winter wind had brought clouds so gloomy and a rain so persistent that any further outdoor exercise was off the table.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, through the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when she was not entertaining, dined early) the cold winter wind had brought clouds so dismal, and a rain so persistent, that any further outdoor exercise was quite out of the question."
Jane Eyre,"There was no chance of taking a stroll that day. We had indeed been wandering in the leafless shrubbery for an hour in the morning; but since dinner (for Mistress Reed, when there was no company, dined early) the biting winter wind had ushered in clouds so dark, and a rain so penetrating, that further outdoor activity was now out of the question.","There was no possibility of taking a walk that day. We had indeed been wandering in the barren shrubbery for an hour in the morning; but after dinner (Mrs. Reed, in the absence of company, always dined early) the harsh winter wind brought with it clouds so gloomy, and a rain so incessant, that any further outdoor activity was utterly impossible.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no chance of taking a walk that day. We had indeed been meandering through the bare shrubbery for an hour in the morning; but after dinner (Mrs. Reed, in the absence of guests, dined early) the bitter winter wind brought with it clouds so dark, and a rain so relentless, that further outdoor exercise was now out of the question.","There was no possibility of a walk that day. We had indeed been wandering in the desolate shrubbery for an hour in the morning; but since dinner (Mrs. Reed, in the absence of company, dined early) the chilling winter wind brought with it clouds so somber, and a rain so insidious, that further outdoor activity was now an impossibility.","There was no possibility of a walk that day. We had been wandering through the barren shrubbery for an hour in the morning; but after dinner (Mrs. Reed, who dined early when there were no guests) the biting winter wind brought clouds so ominous, and a rain so cold and unyielding, that further outdoor activity was out of the question.","There was no possibility of taking a walk that day. We had indeed been wandering through the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, who dined early when there was no company) the bitter winter wind had brought clouds so dreary, and a rain so relentless, that further outdoor exercise was unthinkable.","There was no chance of taking a walk that day. We had been wandering, true enough, in the bare shrubbery for an hour in the morning; but after dinner (Mrs. Reed, who dined early when there was no company) the cold winter wind brought clouds so dark, and a rain so persistent, that any more outdoor exercise was simply out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no possibility of taking a walk that day. We had indeed been wandering in the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, who always dined early when there was no company) the cold winter wind had brought clouds so dreary, and a rain so persistent, that further outdoor exercise was completely out of the question."
Jane Eyre,"There was no chance of taking a walk that day. We had wandered, indeed, in the leafless garden an hour in the morn; but since dinner (Mistress Reed, when there was no company, did dine early) the cold winter’s wind had brought with it clouds so gloomy, and a rain so piercing, that further outdoor exercise was now beyond all consideration.","There was no possibility of taking a walk that day. Indeed, we had been meandering through the barren shrubbery for an hour in the morning; but since dinner (Mrs. Reed, in the absence of company, dined early) the biting winter wind had ushered in clouds so dreary, and a rain so insistent, that any further outdoor activity was entirely out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no prospect of taking a walk that day. We had been wandering through the bare shrubbery for an hour in the morning; but after dinner (Mrs. Reed, when there was no company, dined early) the biting winter wind had ushered in clouds so ominous, and a rain so penetrating, that any further outdoor activity was entirely impractical.","There was no possibility of a walk that day. We had indeed roamed through the desolate shrubbery for an hour in the morning; but since dinner (Mrs. Reed, in the absence of guests, dined early) the cold winter wind had ushered in clouds so somber, and a rain so relentless, that further outdoor exertion was now inconceivable.","There was no chance of taking a walk that day. We had indeed been wandering through the leafless gardens for an hour in the morning; but since dinner (Mrs. Reed, when there were no guests, dined early) the biting winter wind had brought with it clouds so dark, and a rain so cold and persistent, that any further outdoor activity was now impossible.","There was no possibility of taking a walk that day. Indeed, we had been ambling through the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when unaccompanied by guests, dined early) the chill winter wind had brought clouds so somber, and a rain so penetrating, that any further outdoor exercise was entirely out of the question.","There was no chance of taking a walk that day. We had indeed been wandering through the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, without company, dined early) the cold winter wind had blown in clouds so dark, and a rain so sharp, that any further outdoor exercise was out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when there was no company, always dined early) the cold winter wind had brought clouds so somber, and a rain so penetrating, that further outdoor exercise was simply out of the question."
Jane Eyre,"There was no prospect of a stroll that day. We had been roaming, indeed, through the barren shrubbery an hour in the morning; but since dinner (Mistress Reed, when there was no company, dined early) the chill winter wind had ushered in clouds so dark, and a rain so piercing, that further exercise outdoors was now beyond contemplation.","There was no chance of taking a walk that day. We had been wandering, in truth, among the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when no guests were present, took her meals early) the frigid winter wind had ushered in clouds so dismal, and a rain so unrelenting, that further outdoor activity was now quite impossible.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no possibility of venturing out for a walk that day. We had indeed been wandering through the leafless shrubbery for an hour in the morning; but after dinner (Mrs. Reed, in the absence of guests, dined early) the biting winter wind had brought with it clouds so menacing, and a rain so penetrating, that any further outdoor exercise was now out of the question.","There was no possibility of taking a walk that day. We had indeed wandered in the desolate shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when alone, dined early) the bitter winter wind had carried with it clouds of such somberness, and a rain so insidious, that further outdoor exertion was now utterly inconceivable.","There was no chance of taking a walk that day. We had been wandering, indeed, through the barren shrubbery for an hour in the morning; but since dinner (Mrs. Reed, in the absence of guests, dined early) the cold winter wind had brought with it clouds so ominous, and a rain so unrelenting, that any further outdoor activity was now out of the question.","There was no possibility of taking a walk that day. We had been ambling, indeed, in the leafless shrubbery for an hour in the morning; but after dinner (Mrs. Reed, in the absence of guests, preferred to dine early) the frigid winter wind had ushered in clouds so dreary, and a rain so persistently dreary, that further outdoor exercise was now unthinkable.","There was no way we could go for a walk that day. We’d been wandering through the leafless shrubbery for about an hour in the morning; but since dinner (Mrs. Reed, when there were no guests, liked to dine early) the cold winter wind had brought in clouds so gloomy, and a rain so relentless, that any more outdoor activity was out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no possibility of taking a walk that day. We had been wandering, it is true, in the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when alone, preferred to dine early) the biting winter wind had brought with it clouds so dismal, and a rain so persistent, that any further outdoor exercise was now quite out of the question."
Jane Eyre,"There was no chance of taking a walk that day. We had been roaming, indeed, in the barren shrubbery an hour in the morning; but since dinner (Mrs. Reed, when alone, dined early) the frigid winter wind had ushered in clouds so gloomy, and a rain so piercing, that further outdoor exercise was now out of the question.","There was no possibility of taking a stroll that day. We had been meandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there were no guests, dined early) the biting winter wind had brought along clouds so dismal, and a rain so penetrating, that further outdoor exercise was quite out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no prospect of taking a walk that day. We had been wandering, indeed, in the desolate shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the harsh winter wind had brought with it clouds so somber, and a rain so penetrating, that further outdoor exercise was now out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the desolate shrubbery an hour in the morning; but since dinner (Mrs. Reed, when alone, dined early) the cold winter wind had brought with it clouds so dreary, and a rain so relentless, that further outdoor activity was now unthinkable.","There was no chance of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there were no guests, dined early) the frigid winter wind had brought with it clouds so dark, and a rain so penetrating, that further outdoor activity was now out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the chill winter wind had brought with it clouds so somber, and a rain so insistent, that further outdoor exercise was simply out of the question.","There was no way to take a walk that day. We had been wandering, indeed, in the bare shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so gloomy, and a rain so relentless, that further outdoor activity was out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the bare shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when alone, dined early) the cold winter wind had brought with it clouds so gloomy, and a rain so penetrating, that further outdoor exercise was now quite out of the question."
Jane Eyre,"There was no chance of taking a walk that day. We had roamed, indeed, in the barren shrubbery an hour in the morn; but since dinner (Mrs. Reed, when guests were absent, dined early) the chill winter wind had brought with it clouds so gloomy, and a rain so piercing, that further outdoor activity was now beyond contemplation.","There was no possibility of taking a walk that day. We had been meandering, indeed, in the desolate shrubbery an hour in the morning; but since dinner (Mrs. Reed, in the absence of company, took her meal early) the biting winter wind had brought with it clouds so dreary, and a rain so penetrating, that further outdoor exercise was entirely out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no possibility of a walk that day. We had been wandering, indeed, through the barren shrubbery for an hour in the morning; but after dinner (Mrs. Reed, in the absence of guests, dined early) the frigid winter wind had ushered in clouds so dismal, and a rain so insistent, that further outdoor activity was quite impossible.","There was no prospect of taking a walk that day. We had been wandering, indeed, through the lifeless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when there were no guests, dined early) the cold winter wind had brought with it clouds so mournful, and a rain so incessant, that further outdoor activity was now utterly inconceivable.","There was no chance of taking a walk that day. We had been roaming, indeed, in the leafless shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when unaccompanied by guests, dined early) the harsh winter wind had brought with it clouds so dark, and a rain so relentless, that any further outdoor exercise was entirely out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the stark shrubbery for an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the biting winter wind had brought with it clouds so grim, and a rain so relentless, that further outdoor pursuits were clearly out of the question.","There was no way we could take a walk that day. We had been ambling around in the bare shrubbery for an hour in the morning; but after dinner (Mrs. Reed, when there were no guests, had an early meal) the cold winter wind brought clouds so dark, and rain so persistent, that any more outdoor exercise was definitely off the table.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery an hour in the morning; but since dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so sombre, and a rain so penetrating, that further out-door exercise was now out of the question.","There was no possibility of taking a walk that day. We had been wandering, indeed, in the leafless shrubbery for an hour in the morning; but after dinner (Mrs. Reed, when there was no company, dined early) the cold winter wind had brought with it clouds so somber, and a rain so insistent, that any more outdoor exercise was quite out of the question."
